h6,8,,24.21,390.62,14,11522,C,1,0.20582,h6_frame_8_sec_8.00_composite.png
h6,9,,36.17,502.8,115,35345,C,2,0.23196,h6_frame_9_sec_9.00_composite.png
h7,0,,46.22,855.08,416,163566,C,3,0.09617,h7_frame_0_sec_0.00_composite.png
h7,1,,31.36,426.41,35,13175,C,1,0.08096,h7_frame_1_sec_1.00_composite.png
h7,2,,47.8,897.93,468,208590,C,3,0.0948,h7_frame_2_sec_2.00_composite.png
h7,3,,33.68,453.04,70,26173,C,2,0.08152,h7_frame_3_sec_3.00_composite.png
h7,4,,39.2,617.18,219,75359,C,3,0.06583,h7_frame_4_sec_4.00_composite.png
h7,5,,47.64,804.89,389,167379,C,3,0.05889,h7_frame_5_sec_5.00_composite.png
h7,6,,32.88,421.89,37,14673,C,1,0.04428,h7_frame_6_sec_6.00_composite.png
h7,7,,43.37,670.87,265,88844,C,3,0.04897,h7_frame_7_sec_7.00_composite.png
h7,8,,35.94,486.55,96,27798,C,2,0.05369,h7_frame_8_sec_8.00_composite.png
h7,9,,34.76,464.15,78,23755,C,2,0.03902,h7_frame_9_sec_9.00_composite.png
h7,10,,21.26,392.12,9,6523,C,0,0.03829,h7_frame_10_sec_10.00_composite.png
h8,0,,45.58,675.99,250,84011,C,3,0.06708,h8_frame_0_sec_0.00_composite.png
h8,1,,40.69,509.93,113,38042,C,2,0.0648,h8_frame_1_sec_1.00_composite.png
h8,2,,28.48,398.55,21,12014,C,1,0.05294,h8_frame_2_sec_2.00_composite.png
h8,3,,38.63,551.84,160,50994,C,2,0.06872,h8_frame_3_sec_3.00_composite.png
h8,4,,28.73,426.45,48,17785,C,2,0.06225,h8_frame_4_sec_4.00_composite.png
h8,5,,33.55,476.12,91,28387,C,3,0.05736,h8_frame_5_sec_5.00_composite.png
h8,6,,30.29,415.25,33,12880,C,2,0.0529,h8_frame_6_sec_6.00_composite.png
h8,7,,46.03,781.66,366,114291,C,3,0.06388,h8_frame_7_sec_7.00_composite.png
h8,8,,29.77,403.76,26,10736,C,1,0.07098,h8_frame_8_sec_8.00_composite.png
h8,9,,31.24,397.6,16,8514,C,1,0.046,h8_frame_9_sec_9.00_composite.png
h9,0,,25.24,414.81,18,17538,C,0,0.09645,h9_frame_0_sec_0.00_composite.png
h9,1,,22.92,399.02,11,11380,C,0,0.09049,h9_frame_1_sec_1.00_composite.png
h9,2,,27.49,394.1,14,12113,C,0,0.07947,h9_frame_2_sec_2.00_composite.png
h9,3,,23.9,388.48,9,10856,C,0,0.08173,h9_frame_3_sec_3.00_composite.png
h9,4,,18.67,380.88,6,8930,C,0,0.05458,h9_frame_4_sec_4.00_composite.png
h9,5,,14.26,378.32,7,9300,C,0,0.06891,h9_frame_5_sec_5.00_composite.png
h9,6,,23.74,382.14,8,11131,C,0,0.16646,h9_frame_6_sec_6.00_composite.png
h9,7,,30.51,395.07,15,13528,C,1,0.11648,h9_frame_7_sec_7.00_composite.png
h9,8,,35.29,407.62,30,16570,C,1,0.07758,h9_frame_8_sec_8.00_composite.png
h9,9,,33.16,418.87,39,16509,C,2,0.06458,h9_frame_9_sec_9.00_composite.png
o1,0,,59.66,901.07,450,297202,C,3,0.18614,o1_frame_0_sec_0.00_composite.png
o1,1,,54.19,731.35,312,137057,C,3,0.1911,o1_frame_1_sec_1.00_composite.png
o1,2,,58.96,824.53,406,198363,C,3,0.1612,o1_frame_2_sec_2.00_composite.png
o1,3,,83.23,1449.27,974,690098,C,3,0.18227,o1_frame_3_sec_3.00_composite.png
o1,4,,36.05,410.82,32,54019,C,1,0.16321,o1_frame_4_sec_4.00_composite.png
o1,5,,60.13,755.82,348,340031,C,3,0.15778,o1_frame_5_sec_5.00_composite.png
o1,6,,58.57,869.11,453,207874,C,3,0.14436,o1_frame_6_sec_6.00_composite.png
o1,7,,72.03,1547.8,1057,825388,C,3,0.25924,o1_frame_7_sec_7.00_composite.png
o1,8,,66.35,1154.8,707,371210,C,3,0.29205,o1_frame_8_sec_8.00_composite.png
o1,9,,50.65,845.73,431,258896,C,3,0.31562,o1_frame_9_sec_9.00_composite.png
o1,10,,53.13,1011.52,575,347930,C,3,0.26037,o1_frame_10_sec_10.00_composite.png
o2,0,,36.9,426.03,43,147711,C,0,0.11829,o2_frame_0_sec_0.00_composite.png
o2,1,,28.63,428.78,38,124230,C,0,0.10888,o2_frame_1_sec_1.00_composite.png
o2,2,,71.61,1159.09,706,503205,C,3,0.12654,o2_frame_2_sec_2.00_composite.png
o2,3,,32.38,416.37,39,103958,C,0,0.10312,o2_frame_3_sec_3.00_composite.png
o2,4,,27.51,408.44,36,85922,C,0,0.10393,o2_frame_4_sec_4.00_composite.png
o2,5,,43.5,474.83,96,125190,C,0,0.13957,o2_frame_5_sec_5.00_composite.png
o2,6,,70.83,1165.38,710,398840,C,3,0.13174,o2_frame_6_sec_6.00_composite.png
o2,7,,70.36,1278.26,815,537768,C,0,0.14097,o2_frame_7_sec_7.00_composite.png
o2,8,,35.23,415.07,38,90654,C,0,0.12967,o2_frame_8_sec_8.00_composite.png
o2,9,,33.45,403.22,31,89753,C,0,0.10692,o2_frame_9_sec_9.00_composite.png
o3,0,,59.85,453.23,70,141107,C,0,0.06489,o3_frame_0_sec_0.00_composite.png
o3,1,,66.52,717.69,305,305184,C,3,0.07581,o3_frame_1_sec_1.00_composite.png
o3,2,,62.03,535.96,150,213491,C,2,0.08862,o3_frame_2_sec_2.00_composite.png
o3,3,,73.55,777.19,366,318207,C,3,0.09448,o3_frame_3_sec_3.00_composite.png
o3,4,,65.68,923.09,496,394089,C,3,0.09661,o3_frame_4_sec_4.00_composite.png
o3,5,,64.77,758.23,350,337748,C,3,0.11453,o3_frame_5_sec_5.00_composite.png
o3,6,,63.02,927.09,502,435417,C,3,0.11251,o3_frame_6_sec_6.00_composite.png
o3,7,,64.96,938.32,506,449672,C,3,0.10818,o3_frame_7_sec_7.00_composite.png
o3,8,,53.21,546.61,159,265819,C,2,0.14093,o3_frame_8_sec_8.00_composite.png
o3,9,,63.75,581.67,193,247169,C,2,0.12308,o3_frame_9_sec_9.00_composite.png
o3,10,,71.86,880.22,463,330711,C,3,0.12863,o3_frame_10_sec_10.00_composite.png
o4,0,,50.69,702.26,285,117374,C,3,0.3276,o4_frame_0_sec_0.00_composite.png
o4,1,,69.03,1295.63,827,513187,C,3,0.13716,o4_frame_1_sec_1.00_composite.png
o4,2,,48.38,494.15,113,69680,C,2,0.14221,o4_frame_2_sec_2.00_composite.png
o4,3,,71.02,1244.34,780,545418,C,3,0.13806,o4_frame_3_sec_3.00_composite.png
o4,4,,78.44,1402.99,930,823065,C,3,0.14065,o4_frame_4_sec_4.00_composite.png
o4,5,,61.98,699.57,300,192794,C,2,0.09739,o4_frame_5_sec_5.00_composite.png
o4,6,,65.07,1035.95,605,553594,C,3,0.09657,o4_frame_6_sec_6.00_composite.png
o4,7,,50.42,707.37,305,191841,C,2,0.07565,o4_frame_7_sec_7.00_composite.png
o4,8,,58.51,737.95,332,315042,C,3,0.07357,o4_frame_8_sec_8.00_composite.png
o4,9,,32.62,440.93,60,105901,C,1,0.06115,o4_frame_9_sec_9.00_composite.png
o4,10,,66.3,860.97,444,419636,C,3,0.07354,o4_frame_10_sec_10.00_composite.png
o6,0,,58.31,536.18,143,86175,C,2,0.41413,o6_frame_0_sec_0.00_composite.png
o6,1,,26.48,402.74,19,34823,C,0,0.33009,o6_frame_1_sec_1.00_composite.png
o6,2,,69.84,1242.87,789,536865,C,3,0.43619,o6_frame_2_sec_2.00_composite.png
o6,3,,33.81,411.53,36,44858,C,1,0.42691,o6_frame_3_sec_3.00_composite.png
o6,4,,69.39,1166.37,708,521434,C,3,0.39522,o6_frame_4_sec_4.00_composite.png
o6,5,,61.46,815.11,403,194876,C,3,0.38324,o6_frame_5_sec_5.00_composite.png
o6,6,,67.64,983.5,555,302843,C,3,0.35166,o6_frame_6_sec_6.00_composite.png
o6,7,,76.91,1237.7,778,542772,C,3,0.35146,o6_frame_7_sec_7.00_composite.png
o6,8,,44.71,436.33,59,50353,C,0,0.38377,o6_frame_8_sec_8.00_composite.png
o6,9,,54.08,514.68,125,52798,C,2,0.3848,o6_frame_9_sec_9.00_composite.png
o6,10,,67.68,984.21,551,294763,C,3,0.34802,o6_frame_10_sec_10.00_composite.png
o7,0,,61.56,732.46,305,342870,C,3,0.11224,o7_frame_0_sec_0.00_composite.png
o7,1,,59.61,505.62,107,244866,C,2,0.17886,o7_frame_1_sec_1.00_composite.png
o7,2,,52.95,459.06,78,226752,C,1,0.18215,o7_frame_2_sec_2.00_composite.png
o7,3,,32.41,421.32,41,184221,C,0,0.20958,o7_frame_3_sec_3.00_composite.png
o7,4,,42.0,423.37,47,189255,C,0,0.27564,o7_frame_4_sec_4.00_composite.png
o7,5,,72.69,1025.7,594,478283,C,3,0.36063,o7_frame_5_sec_5.00_composite.png
o7,6,,64.42,817.43,401,316392,C,2,0.41934,o7_frame_6_sec_6.00_composite.png
o7,7,,66.02,815.45,399,293707,C,3,0.38342,o7_frame_7_sec_7.00_composite.png
o7,8,,72.53,1014.28,580,377045,C,3,0.39231,o7_frame_8_sec_8.00_composite.png
o7,9,,31.25,407.1,31,82641,C,0,0.32434,o7_frame_9_sec_9.00_composite.png
o8,0,,71.9,826.82,398,188053,C,3,0.34712,o8_frame_0_sec_0.00_composite.png
o8,1,,73.59,738.14,320,112392,C,3,0.34512,o8_frame_1_sec_1.00_composite.png
o8,2,,81.01,1142.13,692,488785,C,3,0.34342,o8_frame_2_sec_2.00_composite.png
o8,3,,79.27,766.06,351,155585,C,3,0.3488,o8_frame_3_sec_3.00_composite.png
o8,4,,72.14,920.71,499,307650,C,3,0.37329,o8_frame_4_sec_4.00_composite.png
o8,5,,63.67,473.61,92,71635,C,1,0.34601,o8_frame_5_sec_5.00_composite.png
o8,6,,72.78,792.21,380,249742,C,3,0.32321,o8_frame_6_sec_6.00_composite.png
o8,7,,65.74,667.62,268,214350,C,2,0.3574,o8_frame_7_sec_7.00_composite.png
o8,8,,47.85,431.13,59,128137,C,2,0.14851,o8_frame_8_sec_8.00_composite.png
o8,9,,56.7,664.12,250,199544,C,3,0.34963,o8_frame_9_sec_9.00_composite.png
o8,10,,67.54,810.46,395,338166,C,3,0.37549,o8_frame_10_sec_10.00_composite.png
o9,0,,61.56,737.04,305,342870,C,3,0.11224,o9_frame_0_sec_0.00_composite.png
